Sample_Name_unif	Sample_Name	species	total_reads	mapped_reads	mapping_efficiency	informative_reads	CpG_meth	avg_meth	CpG_measurements	coveredCpGs	conversionRate	k1_unmeth	k3_meth	totalMeasurements_k1	totalMeasurements_k3	total_reads_untrimmed	[CT]GG	CGG	TGG	[CT]GA	CGA	TGA	others	all_bases_Mio	As	Ts	Cs	Gs	Ns	perc_As	perc_Ts	perc_Cs	perc_Gs	perc_Ns	fragments_ref	fragments_uncovered	fragments_uncovered_perc	max_cont_sp	max_cont	cont	cont_rat	blast_count1	blast_species1	blast_count2	blast_species2	PDR_summ	N_sites	informative_reads_cphpg	CpG_meth_cphpg	avg_meth_cphpg	CpG_measurements_cphpg	coveredCpGs_cphpg	informative_reads_cphph	CpG_meth_cphph	avg_meth_cphph	CpG_measurements_cphph	coveredCpGs_cphph	mean_overlap	min_overlap	max_overlap	conversion_type	res_mapRate_nonMotifReads	min_overlap_perc	max_overlap_perc	PDR_mean	V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc	abbreviation_sp	replicate
WE_1_B	WE_1_B_uc	WE	34665446	26983408	77.84	26816943	96.0255815009	81.8268010056	109550509	4250661	9.23978784018	0.996656	0.994266	1196	872	35022736	27863633	79.51	0.05	210676	0.56	0.04	19.84	1786.159536	367976914	380570567	507326332	529816211	469512	20.6	21.31	28.4	29.66	0.03	1540711	515256	33.44	|NZ_LMIE01000020.1|	45052	356776	0.0101871000480493	8	Apteryx australis mantelli	7	Gallus gallus	327157	2766181	26387007	98.8172913815	92.1031770103	100544181	4423563	26707224	98.0429482422	90.5297019243	222712557	9907416	NA	NA	NA	unconverted	-1.64048773235279	NA	NA	0.118270279493641	330	731	Z/749/10	White-tailed eagle	Seeadler	Haliaeetus albicilla	f	adult	21.12.2010	Brain	A	5	17,1	100	24.02.2016	NA	6	prepped	AK17	9.8	10	4	TruSeq LT Index 8	224	5	NA	NA	NA	NA	WE_1_B_uc	NA	AK_uc_17	6	358	8	WE	1
WE_1_H	WE_1_H	WE	16873202	15834849	93.85	15642401	39.0361137653	52.6359619415	66534667	3502054	99.1340582944	0.007407	0.983814	270	12109	18234162	15953992	58.76	28.73	90485	0.22	0.27	12.01	929.942262	203032627	380309284	55434952	290880211	285188	21.83	40.9	5.96	31.28	0.03	1540711	732442	47.54	|NZ_CBRG010000178.1|	56306	1357881	0.0744761721728468	14	Hieraaetus fasciatus	10	Apteryx australis mantelli	407663	2312792	14868911	1.15089814097	0.951270740461	53828419	3308199	15194060	0.967851624225	0.828191101844	111034156	7156843	2461939.88888889	1050913	3081509	converted	4.14364573775317	30.0084750263702	87.9914758595955	0.1762644457435	326	731	Z/749/10	White-tailed eagle	Seeadler	Haliaeetus albicilla	f	adult	21.12.2010	Heart	A	1	76,4	100	24.02.2016	NA	6	prepped	AK17	8.44	10	4	TruSeq LT Index 4	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	1
WE_1_L	WE_1_L	WE	15368629	12333467	80.25	12101406	34.4396920228	45.151101097	51488607	1315049	99.0414663918	0.00304	0.975096	329	23731	17175734	12403233	42.64	29.57	99872	0.21	0.37	27.2	1047.719774	253996334	415502079	63911698	314244945	64718	24.24	39.66	6.1	29.99	0.01	1540711	1243643	80.72	|NZ_CBRG010000178.1|	75656	1801500	0.104920580100442	14	Haliaeetus leucocephalus	8	Hieraaetus fasciatus	256597	908295	11444408	1.16479996071	1.0866806569	40252856	1115312	11601676	0.991171844742	0.896704411319	79487286	2246584	983862.111111111	738438	1096777	converted	5.26794551983978	56.1528885995883	83.4019873023743	0.282504032280261	327	731	Z/749/10	White-tailed eagle	Seeadler	Haliaeetus albicilla	f	adult	21.12.2010	Liver	A	2	171,2	100	24.02.2016	NA	6	prepped	AK18	10.83	15	8	TruSeq LT Index 5	231	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	1
WE_1_LU	WE_1_LU	WE	20603320	13415800	65.11	13212922	40.9776297206	51.9059265587	52304114	3808624	99.1356538706	0.006579	0.983157	304	14190	22286255	13596017	40.28	20.73	116948	0.23	0.29	38.47	1136.599005	288735840	482402799	52586747	312537903	335716	25.4	42.44	4.63	27.5	0.03	1540711	598883	38.87	|NZ_CBRG010000178.1|	70948	1679521	0.0753676138979104	11	Apteryx australis mantelli	10	Hieraaetus fasciatus	418773	2360877	12353454	1.10259458231	0.952939065517	42974731	3643932	12721272	0.935988147272	0.826034676741	89739574	8072827	2587588.33333333	1057654	3310925	converted	2.53144227664784	27.7699767685127	86.9323146627233	0.177380270128431	329	731	Z/749/10	White-tailed eagle	Seeadler	Haliaeetus albicilla	f	adult	21.12.2010	Lung	A	4	49,8	100	24.02.2016	NA	6	prepped	AK17	8.08	10	4	TruSeq LT Index 7	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	1
WE_1_S	WE_1_S	WE	26461734	13121395	49.59	12853295	45.4672286694	55.1981014848	49482037	3854690	99.1220972991	0	0.978603	419	13039	29135023	13232004	32.09	13.33	140192	0.2	0.29	54.1	1485.886173	406622292	638025123	66293448	374497641	447669	27.37	42.94	4.46	25.2	0.03	1540711	566796	36.79	|NZ_CBRG010000178.1|	114291	2670334	0.0916568857203905	11	Apteryx australis mantelli	9	Gallus gallus	423229	2341920	11954798	1.1197131518	0.971765491665	41083060	3708508	12356212	0.93974654562	0.837388946426	86313296	8266924	2590010.66666667	1047377	3298282	converted	2.60922402257836	27.1714975782748	85.5654280888995	0.18071881191501	328	731	Z/749/10	White-tailed eagle	Seeadler	Haliaeetus albicilla	f	adult	21.12.2010	Spleen	A	3	168,6	100	24.02.2016	NA	6	prepped	AK17	9.02	10	4	TruSeq LT Index 6	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	1
WE_2_B	WE_2_B	WE	17919205	14467049	80.73	14323060	42.001294706	52.1621012774	57365791	3847287	98.9045121724	0.019259	0.982764	675	33767	18993184	14637007	51.46	25.61	227951	0.73	0.47	21.74	968.652384	224026306	407045963	47818561	289474771	286783	23.13	42.02	4.94	29.88	0.03	1540711	605563	39.3	|NZ_CCMH01000026.1|	43305	1069966	0.0563422185553565	10	Apteryx australis mantelli	10	Hieraaetus fasciatus	386038	2430116	13375523	1.3209990558	1.13300984393	46678500	3634907	13756647	1.25393296693	1.08584718181	97843142	7990329	2624716.88888889	1058722	3296869	converted	1.74655374953077	27.5186644510794	85.6933470260992	0.158855791246179	335	1380	Z/149/12	White-tailed eagle	Seeadler	Haliaeetus albicilla	m	adult	05.03.2012	Brain	A	10	13,0	100	24.02.2016	NA	6	prepped	AK17	8.82	10	4	TruSeq LT Index 13	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	2
WE_2_H	WE_2_H	WE	11441163	10789280	94.3	10706815	36.064938071	48.0797784323	45731207	2473475	98.9974086039	0.025478	0.983866	314	26094	12508892	11016025	53.75	34.32	74161	0.25	0.34	11.34	637.953492	135799819	253670484	38278497	210148306	56386	21.29	39.76	6	32.94	0.01	1540711	1017511	66.04	|NZ_CBRG010000178.1|	44251	1066202	0.0852401674388128	9	Aquila chrysaetos canadensis	7	Apteryx australis mantelli	400306	1738982	10106354	1.23578192399	1.139411769	35348766	2197458	10237695	1.00476726261	0.937873688525	70664633	4543163	1860990.88888889	874579	2175814	converted	3.98808224589213	35.3583116869991	87.9658779652109	0.230195597194221	331	1380	Z/149/12	White-tailed eagle	Seeadler	Haliaeetus albicilla	m	adult	05.03.2012	Heart	A	6	65,7	100	24.02.2016	NA	6	prepped	AK17	10.37	14	5	TruSeq LT Index 9	224	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	2
WE_2_L	WE_2_L	WE	14774219	13650530	92.39	13528668	42.3455156153	55.2746454076	62557172	2902044	99.1619732716	0.014837	0.982774	337	19970	16021856	13652772	61.24	23.98	80357	0.21	0.29	14.29	817.114656	171648634	343230743	53461016	248537030	237233	21.01	42.01	6.54	30.42	0.03	1540711	848934	55.1	|NZ_CBRG010000178.1|	53394	1245142	0.0777221286992841	30	Hieraaetus fasciatus	11	Apteryx australis mantelli	437549	1851983	12792022	1.1452873898	0.89861201689	49335975	2711558	13072141	0.974020453591	0.810479778024	100042348	5840148	2118316.22222222	890055	2515096	converted	4.72347329832614	30.6699347080885	86.6663634321189	0.236259728086057	332	1380	Z/149/12	White-tailed eagle	Seeadler	Haliaeetus albicilla	m	adult	05.03.2012	Liver	A	7	208,1	100	24.02.2016	NA	6	prepped	AK17	8.35	10	4	TruSeq LT Index 10	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	2
WE_2_LU	WE_2_LU	WE	18717881	11248243	60.09	11052768	41.7640942284	49.9162905653	42842841	3834439	99.0630701564	0.007505	0.984261	533	29608	19836800	11404066	36.07	21.42	156820	0.18	0.61	41.72	1011.6768	257309308	438244635	40335472	275489486	297899	25.43	43.32	3.99	27.23	0.03	1540711	586759	38.08	|NZ_CCMH01000026.1|	45108	1114443	0.0561896223728117	9	Apteryx australis mantelli	9	Aquila chrysaetos canadensis	429796	2378757	10254604	1.16370783047	1.02578197857	35269093	3665941	10578184	1.00876435064	0.900163521671	74213405	8112900	2595747.88888889	1040244	3265950	converted	1.27986327394765	27.1289750599762	85.1741284709445	0.180680918647848	334	1380	Z/149/12	White-tailed eagle	Seeadler	Haliaeetus albicilla	m	adult	05.03.2012	Lung	A	9	36,7	100	24.02.2016	NA	6	prepped	AK17	9.95	10	4	TruSeq LT Index 12	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	2
WE_2_S	WE_2_S	WE	15489219	5558950	35.89	5406447	52.6019536336	61.6006533217	21081192	2632839	99.1159051183	0.012658	0.981758	79	5098	16504756	5496743	26.31	7	68699	0.15	0.27	66.28	841.742556	243172253	371634105	30146484	196541972	247742	28.89	44.15	3.58	23.35	0.03	1540711	840958	54.58	|NZ_CBRG010000178.1|	43116	1014221	0.0614511948744148	13	Apteryx australis mantelli	7	Hieraaetus fasciatus	431109	1519202	4950782	1.12309361964	0.97066375391	17237277	2515636	5161272	0.960441263827	0.846911922781	36280278	5574218	1859107.44444444	738438	2215312	converted	1.53442171517481	28.0472144327853	84.1415673347288	0.283773323099891	333	1380	Z/149/12	White-tailed eagle	Seeadler	Haliaeetus albicilla	m	adult	05.03.2012	Spleen	A	8	191,0	100	24.02.2016	NA	6	prepped	AK17	7.39	10	4	TruSeq LT Index 11	224	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WE	2
WFA_1_H	WFA_1_H	WFA	8639683	5932809	68.67	5792169	29.5090714581	33.0753890507	21072251	1882464	97.1631539305	0.019178	0.983368	1460	715368	9072386	6156925	31.76	36.1	103590	0.47	0.67	30.99	462.691686	112337064	198956704	17542188	133833111	22619	24.28	43	3.79	28.92	0	791799	339434	42.87	|NZ_LMIE01000020.1|	16821	424877	0.0468723247460439	15	Anas platyrhynchos	12	Gallus gallus	170331	1245763	5126075	1.11796780844	2.52003944999	15844871	1673259	5385645	1.02869829287	2.99815211857	36765346	3559099	1415744	1354002	1482040	converted	-0.240416305603429	71.9271125503595	78.7287300049297	0.136728254090064	1263	2676	AC/866/13	White-fronted amazon	WeiÃŸstirnamazone	Amazona albifrons	m	adult	09.12.2013	Heart	F	12	10,9	100	15.09.2016	NA	13	prepped	AK30	9.43	10	4	TruSeq LT Index 11	269	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFA	1
WFA_1_L	WFA_1_L	WFA	13648877	7675968	56.24	7403549	30.1854234882	34.7522411708	25001107	1834165	95.3353508211	0.01159	0.983787	4573	1816375	14304380	7731374	28.28	25.77	121494	0.32	0.53	45.1	729.52338	190004566	322408325	24516160	192535773	58556	26.05	44.19	3.36	26.39	0.01	791799	333370	42.1	|NZ_CCMH01000026.1|	22942	609499	0.0427442513621377	26	Escherichia coli	14	Gallus gallus	180018	1163381	6525245	0.915722267565	3.91606743315	20338899	1688085	6948484	0.803393115604	5.03955664156	48609157	3654927	1398021	1306197	1482040	converted	0.947523086789976	71.2148034664275	80.8018907786377	0.154736926252019	1264	2676	AC/866/13	White-fronted amazon	WeiÃŸstirnamazone	Amazona albifrons	m	adult	09.12.2013	Liver	G	1	57,7	100	15.09.2016	NA	13	prepped	AK30	11.65	11	6	TruSeq LT Index 12	272	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFA	1
WFA_2_H	WFA_2_H	WFA	9315071	5989653	64.3	5777895	32.6922908347	34.1292300811	18869910	1819715	98.1119466381	0.020202	0.983667	594	467214	9730735	5853814	31.03	29.12	234297	1.23	1.18	37.43	496.267485	128910547	215665559	14071618	137584583	35178	25.98	43.46	2.84	27.72	0.01	791799	340665	43.02	|NZ_CBRG010000178.1|	14354	402208	0.041389865015331	44	Escherichia coli	21	Gallus gallus	190785	1174351	5399827	0.945286446974	1.77658903442	16166091	1726769	5630149	0.870410944571	1.95686883382	40216441	3753707	1368251	1306197	1444554	converted	1.22329473145272	71.780306256749	79.3835298384637	0.162459945961642	1310	3617	AC/208/15	Yellow-billed amazon	Jamaika-Amazone	Amazona collaria	m	adult	30.03.2015	Heart	B	11	10,5	100	28.09.2016	NA	14	prepped	AK30	10.61	10	3	TruSeq LT Index 12	268	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFA	2
WFA_2_L	WFA_2_L	WFA	21386447	10381908	48.54	9911874	28.9077200427	32.9252776158	33610116	1905754	96.9581337675	0.011889	0.983354	3112	1398688	22705212	10303870	22.59	22.8	148048	0.13	0.52	53.97	1157.965812	302235899	518834557	35064195	301731964	99197	26.1	44.81	3.03	26.06	0.01	791799	324281	40.95	|NZ_CBRG010000178.1|	48425	1302629	0.0574117156958973	39	Escherichia coli	19	Gallus gallus	180587	1228088	9213069	0.86117708976	2.49428826247	29317261	1855445	9595713	0.756342812001	3.32374525101	67863414	4069675	1420523.33333333	1405826	1444554	converted	1.77483802077823	73.7674432271951	75.7996047758525	0.147047279999479	1311	3617	AC/208/15	Yellow-billed amazon	Jamaika-Amazone	Amazona collaria	m	adult	30.03.2015	Liver	B	12	23,4	100	28.09.2016	NA	14	prepped	AK30	11.28	12	5	TruSeq LT Index 13	269	2	NA	NA	NA	NA	WFA_2_L_uc	NA	AK_uc_30	8	391	4	WFA	2
WFA_2_L	WFA_2_L_uc	WFA	18095815	10407545	57.51	10194683	95.3546054968	83.3220502647	37223916	2143727	9.46037235964	0.996542	0.992727	4916	3300	18389564	11544602	62.53	0.25	74880	0.19	0.21	36.81	937.867764	212248338	215725603	252579583	257246754	67486	22.63	23	26.93	27.43	0.01	791799	290288	36.66	|NZ_LMIE01000020.1|	27636	288161	0.0156735240634754	15	Gallus gallus	14	Escherichia coli	172764	1460873	9947782	98.5731887762	92.8166646395	34794728	2273261	10233722	97.7853312888	89.6580194841	87342052	5081386	NA	NA	NA	unconverted	-4.01636651713959	NA	NA	0.11826079337492	1311	3617	AC/208/15	Yellow-billed amazon	Jamaika-Amazone	Amazona collaria	m	adult	30.03.2015	Liver	B	12	23,4	100	28.09.2016	NA	14	prepped	AK30	11.28	12	5	TruSeq LT Index 13	269	2	NA	NA	NA	NA	WFA_2_L_uc	NA	AK_uc_30	8	391	4	WFA	2
WFB_1_H	WFB_1_H	WFB	19003962	16631657	87.52	16323947	26.4869896327	35.7197520516	45189569	2681203	99.1759716086	0.012874	0.98451	6447	71918	20137564	5972413	4.56	25.1	12201955	33.35	27.25	9.75	1027.015764	275993164	444119477	32356859	274445636	100628	26.87	43.24	3.15	26.72	0.01	1222929	543094	44.41	|NZ_CBRG010000178.1|	42067	1127444	0.0560041964252894	11	Apteryx australis mantelli	9	Merops nubicus	380511	1682523	14424605	1.06430543561	0.86223713965	41146801	2330505	15699352	0.965585428006	0.816731057259	103492085	5116817	1544508.66666667	1275926	1778287	converted	-1.93040151263928	47.5878178563876	66.3242208814476	0.226155006499168	1514	2685	AC/879/13	White-fronted bee-eater	WeiÃŸstirnspint	Merops bullockoides	f	adult	13.12.2013	Heart	C	11	19,4	100	14.10.2016	NA	16	prepped	AK33	9.64	11	2	TruSeq LT Index 8	285	1	NA	NA	NA	NA	WFB_1_H_uc	NA	AK_uc_16	5	358	7	WFB	1
WFB_1_H	WFB_1_H_uc	WFB	14233079	12012064	84.4	11948834	97.1611762116	84.2176938159	40143924	2818964	8.4539467657	0.994998	1	2199	123	14491288	5978486	41.21	0.04	7797491	53.73	0.07	4.94	739.055688	167130849	159565926	201426886	210803141	128886	22.61	21.59	27.25	28.52	0.02	1222929	585302	47.86	|NZ_LMIE01000020.1|	31427	257011	0.0177366076056011	12	Apteryx australis mantelli	8	Gallus gallus	148221	1970504	11421577	99.0050465775	92.9403922002	38106607	2752464	11901074	98.4308435989	90.9981169781	93086013	5951465	NA	NA	NA	unconverted	-7.53775828744859	NA	NA	0.0752198422332561	1514	2685	AC/879/13	White-fronted bee-eater	WeiÃŸstirnspint	Merops bullockoides	f	adult	13.12.2013	Heart	C	11	19,4	100	14.10.2016	NA	16	prepped	AK33	9.64	11	2	TruSeq LT Index 8	285	1	NA	NA	NA	NA	WFB_1_H_uc	NA	AK_uc_16	5	358	7	WFB	1
WFB_1_L	WFB_1_L	WFB	14969757	13751520	91.86	13586394	33.39172063	47.4912584647	55289773	2063399	99.0988002331	0.016163	0.985407	21716	89287	15478858	14277259	57.68	34.56	48994	0.09	0.22	7.45	789.421758	185707533	303265623	38512389	261853623	82590	23.52	38.42	4.88	33.17	0.01	1222929	770554	63.01	|NZ_LMIE01000020.1|	23991	506916	0.0327534516357471	5	Apteryx australis mantelli	3	Aquila chrysaetos canadensis	321950	1431793	11762048	1.19177389354	1.01204063462	38015272	1535885	11992342	0.956259232961	0.84820109418	69281448	2988812	1600215	1275926	1874161	converted	-0.487903679018716	61.8361257323474	90.828821764477	0.224857922898073	1515	2685	AC/879/13	White-fronted bee-eater	WeiÃŸstirnspint	Merops bullockoides	f	adult	13.12.2013	Liver	C	12	91,8	100	14.10.2016	NA	16	prepped	AK33	10.24	13	4	TruSeq LT Index 9	285	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFB	1
WFB_2_H	WFB_2_H	WFB	26903075	25318021	94.11	25030102	35.2416875059	47.5053273755	104061089	2952306	99.040700861	0.015621	0.984834	30663	116312	28199723	26193542	58.66	34.23	132961	0.23	0.24	6.64	1438.185873	334780527	536807865	79985681	486363209	248591	23.28	37.33	5.56	33.82	0.02	1222929	552729	45.2	|NZ_LMIE01000020.1|	74442	1293394	0.0458707383974759	5	Gallus gallus	2	Apteryx australis mantelli	222181	2064233	21378054	1.36492207053	1.10266837686	68475710	2221171	21322495	1.1410913403	0.888046208643	122299717	4505328	2004607	1778287	2361373	converted	0.530330085889911	60.2338307749942	79.9840192717151	0.107633682825534	1516	2774	Z/74/14	White-fronted bee-eater	WeiÃŸstirnspint	Merops bullockoides	m	adult	28.01.2014	Heart	D	1	51,6	100	14.10.2016	NA	16	prepped	AK33	9.1	10	1	TruSeq LT Index 10	283	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFB	2
WFB_2_L	WFB_2_L	WFB	15454506	11080028	71.69	10851320	34.2879439009	44.311195271	40605797	2608432	99.0052836076	0.01477	0.98378	27759	106903	16613700	11584442	40.14	29.59	105456	0.14	0.5	29.64	847.2987	211398437	351197295	37134929	247482551	85488	24.95	41.45	4.38	29.21	0.01	1222929	608645	49.77	|NZ_CBRG010000178.1|	46461	1154848	0.0695299476000311	11	Apteryx australis mantelli	3	Gallus gallus	331817	1759480	9113808	1.23207283444	1.06842628413	28917952	1966583	9537169	1.02037904804	0.965266788811	56352607	3980191	1863748	1579313	2361373	converted	0.940452018978107	60.5464508946371	90.5284477417851	0.188588105576648	1517	2774	Z/74/14	White-fronted bee-eater	WeiÃŸstirnspint	Merops bullockoides	m	adult	28.01.2014	Liver	D	2	39,6	100	14.10.2016	NA	16	prepped	AK33	9.42	11	2	TruSeq LT Index 11	285	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFB	2
WFS_1_H	WFS_1_H	WFS	11979500	10246075	85.53	10030323	45.005015893	44.4631747809	28056683	2431141	98.5842825672	0.009254	0.985424	45168	192444	13757191	11664333	56.49	28.29	115665	0.45	0.39	14.37	701.616741	175406148	289765751	31545190	204835224	64428	25	41.3	4.5	29.19	0.01	1072204	362877	33.84	|NZ_JNFL01001233.1|	144848	1749724	0.127439968127699	168	Homo sapiens	32	Callithrix jacchus	145979	1224436	9113777	1.18797969273	1.29428226816	27866487	2642031	9609647	1.13183129691	1.47232167951	64427157	6299919	1425580.33333333	635683	1963548	converted	-0.0707106781186507	26.1475167421388	80.7665207406728	0.119221421127768	1733	2475	Z/634/13	White-faced saki	WeiÃŸkopfsaki	Pithecia pithecia	m	adult	19.09.2013	Heart	F	2	25,5	100	24.11.2016	NA	18	prepped	AK35	9.79	11	4	TruSeq LT Index 16	298	2	NA	NA	NA	NA	WFS_1_H_uc	NA	AK_uc_26	9	378	3	WFS	1
WFS_1_H	WFS_1_H_uc	WFS	30367650	24670747	81.24	24460348	96.4231302415	89.1680274391	78106374	2542566	6.51007880858	0.997257	0.989278	154232	3544	32301696	30313142	93.76	0.08	203798	0.56	0.08	5.53	1647.386496	331031336	344815182	467750981	503182907	606090	20.09	20.93	28.39	30.54	0.04	1072204	364619	34.01	|NZ_JNFL01001233.1|	401890	1915075	0.0593186324700761	135	Homo sapiens	18	Pan troglodytes	87330	1401737	23855677	98.944709967	95.4033717241	81798805	3011999	24412810	98.1786460274	92.7637534884	198933549	7275820	NA	NA	NA	unconverted	-9.35502271509803	NA	NA	0.0623012733487095	1733	2475	Z/634/13	White-faced saki	WeiÃŸkopfsaki	Pithecia pithecia	m	adult	19.09.2013	Heart	F	2	25,5	100	24.11.2016	NA	18	prepped	AK35	9.79	11	4	TruSeq LT Index 16	298	2	NA	NA	NA	NA	WFS_1_H_uc	NA	AK_uc_26	9	378	3	WFS	1
WFS_1_L	WFS_1_L	WFS	18117607	11890683	65.63	11455917	44.1354080458	50.6053708611	29236541	1988869	98.6818307381	0.008095	0.985538	123282	192784	20128468	13480252	46.85	20.12	184353	0.31	0.61	32.11	1026.551868	287835325	431993103	36107108	270537952	78380	28.04	42.08	3.52	26.35	0.01	1072204	478204	44.6	|NZ_JNFL01001233.1|	187069	2001454	0.0994799289473812	165	Homo sapiens	30	Callithrix jacchus	157031	977485	10372259	1.09284070725	1.21643099593	30825423	2129274	10976720	1.0775932942	1.36897349792	68670577	5077983	1280141.66666667	585369	1677510	converted	-1.5980613254816	29.4322552164069	84.3449216615071	0.160647989483215	1734	2475	Z/634/13	White-faced saki	WeiÃŸkopfsaki	Pithecia pithecia	m	adult	19.09.2013	Liver	F	3	81,3	100	24.11.2016	NA	18	prepped	AK35	10.24	12	5	TruSeq LT Index 18	298	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFS	1
WFS_2_H	WFS_2_H	WFS	20069122	17500247	87.2	17274171	46.8320966581	50.8506231147	46150815	2304313	98.8500031197	0.009546	0.984976	36873	222913	21553722	20357891	67.56	26.89	217237	0.67	0.34	4.54	1099.239822	285070979	454590287	34702709	324780454	95393	25.93	41.35	3.16	29.55	0.01	1072204	396488	36.98	|NZ_JNFL01001233.1|	295548	1477407	0.0685676915710453	151	Homo sapiens	33	Callithrix jacchus	152994	1143650	15339458	1.08932554861	1.11891450234	44815131	2442017	16311356	1.0737098266	1.16173033413	105135070	5771693	1392929.33333333	637694	1963548	converted	-5.84070201260088	27.6739314494168	85.2118614094526	0.133776942246317	1779	3300	AC/809/14	White-faced saki	WeiÃŸkopfsaki	Pithecia pithecia	m	adult	24.10.2014	Heart	A	12	23,3	100	29.11.2016	NA	19	prepped	AK36	10.75	12	3	TruSeq LT Index 19	303	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFS	2
WFS_2_L	WFS_2_L	WFS	26426468	13021244	49.27	12342720	54.2490549328	58.7526674598	27078665	813457	98.668166643	0.011917	0.983956	44389	48554	27870481	15372755	42.11	13.05	403306	0.55	0.9	43.4	1421.394531	433759037	624931280	30611739	331928426	164049	30.52	43.97	2.15	23.35	0.01	1072204	782808	73.01	|NZ_JNFL01001233.1|	182657	1440566	0.0516934081526297	127	Homo sapiens	47	Callithrix jacchus	94855	316849	10486310	1.27633966258	1.19141124537	29300546	844709	11455422	1.39758321062	1.39079772231	69371195	2084625	619582	585369	637694	converted	-5.18309270609739	71.9606568017732	78.3930803963824	0.299369731323122	1780	3300	AC/809/14	White-faced saki	WeiÃŸkopfsaki	Pithecia pithecia	m	adult	24.10.2014	Liver	B	1	81,1	100	29.11.2016	NA	19	prepped	AK36	11.93	14	5	TruSeq LT Index 20	303	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WFS	2
WG_1_H	WG_1_H	WG	16533070	7751101	46.88	7194031	55.8903587097	45.807569845	20252013	597704	89.4811218717	0.016507	0.984994	2605	1651708	17675116	9973250	29.37	27.06	116221	0.23	0.43	42.92	901.430916	236987002	389409702	32217926	242742984	73302	26.29	43.2	3.57	26.93	0.01	924696	674427	72.93	|NZ_CBRG010000178.1|	44241	1102753	0.062528085112584	24	Escherichia coli	18	Anas platyrhynchos	31456	231674	3660682	8.28613485181	9.39699244361	7879553	159770	4621363	6.69184891527	11.1453407616	19933011	351406	22123.6666666667	11193	29459	converted	-7.21248916810278	1.87266606882336	4.92869380161418	0.135776996987146	1235	1962	LS/54/13	Wild goat	Tauernscheckenziege	Capra aegagrus	f	juvenil	29.01.2013	Heart	D	8	75,5	100	15.09.2016	NA	13	prepped	AK29	10.83	11	6	TruSeq LT Index 1	278	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WG	1
WG_1_L	WG_1_L	WG	19443903	5851788	30.1	5132700	63.8002580174	57.358218875	13005892	689578	98.1559324266	0	0.986433	156	33095	21311717	6853887	25.15	7.01	500061	0.53	1.81	65.49	1086.897567	316896975	496488880	35083229	238247366	181117	29.16	45.68	3.23	21.92	0.02	924696	681905	73.74	|NZ_ACEP01000098.1|	165788	1861084	0.087353977355454	207	Ovis canadensis canadensis	68	Bos taurus	69053	292121	4228170	1.70668397772	1.71543595505	11251309	610182	4673585	1.6474122222	1.9205877729	32249190	1433084	326200.333333333	11193	500339	converted	-3.11834090503267	1.62316663234616	72.5572741589784	0.236384922686147	1236	1962	LS/54/13	Wild goat	Tauernscheckenziege	Capra aegagrus	f	juvenil	29.01.2013	Liver	D	9	120,3	100	15.09.2016	NA	13	prepped	AK29	13.25	13	7	TruSeq LT Index 2	262	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WG	1
